quadruplet
"(Steven Hunter, player_height, player_weight, dreb_pct)"
"(Steven Smith, age, gp, ts_pct)"
"(Stromile Swift, oreb_pct, gp, usg_pct)"
"(T.J. Ford, ast, ast_pct, net_rating)"
"(Tamar Slay, usg_pct, ast_pct, oreb_pct)"
"(Tayshaun Prince, gp, net_rating, ts_pct)"
"(Theo Ratliff, reb, gp, age)"
"(Theron Smith, dreb_pct, oreb_pct, net_rating)"
"(Tierre Brown, usg_pct, ast_pct, ts_pct)"
"(Tim Duncan, reb, pts, dreb_pct)"
"(Tim Thomas, pts, usg_pct, player_height)"
"(Steve Francis, ast, pts, ast_pct)"
"(Tom Gugliotta, age, dreb_pct, player_weight)"
"(Tony Battie, player_height, gp, oreb_pct)"
"(Tony Delk, age, usg_pct, nan)"
"(Tony Massenburg, age, player_weight, dreb_pct)"
"(Tony Parker, ast, ast_pct, pts)"
"(Torraye Braggs, oreb_pct, net_rating, player_weight)"
"(Tracy McGrady, pts, usg_pct, ast)"
"(Tracy Murray, age, oreb_pct, player_weight)"
"(Travis Best, net_rating, ast_pct, age)"
"(Travis Hansen, oreb_pct, net_rating, nan)"
"(Travis Outlaw, oreb_pct, usg_pct, player_height)"
"(Tremaine Fowlkes, oreb_pct, dreb_pct, age)"
"(Toni Kukoc, age, player_height, ast_pct)"
"(Keith McLeod, ast_pct, ast, nan)"
"(Rasheed Wallace, pts, reb, player_height)"
"(Randy Livingston, ast_pct, age, nan)"
"(Lonny Baxter, player_weight, oreb_pct, dreb_pct)"
"(Loren Woods, oreb_pct, player_height, player_weight)"
"(Lorenzen Wright, reb, dreb_pct, player_height)"
"(Lucious Harris, age, gp, net_rating)"
"(Luke Ridnour, ast_pct, gp, ast)"
"(Luke Walton, ast_pct, gp, player_weight)"
"(Maciej Lampe, player_height, usg_pct, player_weight)"
"(Malik Allen, player_weight, player_height, oreb_pct)"
"(Malik Rose, player_weight, oreb_pct, dreb_pct)"
"(Mamadou N'diaye, oreb_pct, dreb_pct, player_height)"
"(Manu Ginobili, ast, net_rating, gp)"
"(Marc Jackson, player_weight, reb, player_height)"
"(Marcus Banks, gp, ast_pct, usg_pct)"
"(Marcus Camby, reb, dreb_pct, oreb_pct)"
"(Marcus Fizer, usg_pct, dreb_pct, player_weight)"
"(Marcus Haislip, player_height, oreb_pct, ts_pct)"
"(Mark Blount, reb, player_height, ts_pct)"
"(Mark Jackson, age, ast_pct, ast)"
"(Mark Madsen, oreb_pct, net_rating, player_weight)"
"(Mark Pope, age, player_height, player_weight)"
"(Marko Jaric, ast, ast_pct, gp)"
"(Marquis Daniels, ts_pct, net_rating, usg_pct)"
"(Mateen Cleaves, ast, ast_pct, nan)"
"(Linton Johnson, dreb_pct, oreb_pct, reb)"
"(Lindsey Hunter, net_rating, age, ast_pct)"
"(Leon Smith, oreb_pct, usg_pct, net_rating)"
"(Lee Nailon, usg_pct, oreb_pct, player_weight)"
"(Kelvin Cato, player_weight, reb, oreb_pct)"
"(Kendall Gill, age, usg_pct, pts)"
"(Kendrick Perkins, dreb_pct, net_rating, oreb_pct)"
"(Kenny Anderson, age, ast_pct, ast)"
"(Kenny Thomas, reb, oreb_pct, dreb_pct)"
"(Kenyon Martin, reb, dreb_pct, pts)"
"(Keon Clark, net_rating, dreb_pct, player_height)"
"(Kerry Kittles, gp, pts, net_rating)"
"(Kevin Garnett, reb, pts, dreb_pct)"
"(Kevin Ollie, ast_pct, gp, age)"
"(Kevin Willis, age, player_height, usg_pct)"
"(Matt Barnes, oreb_pct, player_weight, dreb_pct)"
"(Keyon Dooling, ast_pct, ast, gp)"
"(Kirk Penney, usg_pct, nan, nan)"
"(Kobe Bryant, pts, usg_pct, ast)"
"(Kurt Thomas, reb, dreb_pct, gp)"
"(Kwame Brown, reb, player_height, dreb_pct)"
"(Kyle Korver, gp, usg_pct, net_rating)"
"(Lamar Odom, reb, dreb_pct, pts)"
"(Lamond Murray, usg_pct, age, dreb_pct)"
"(Larry Hughes, pts, usg_pct, reb)"
"(Latrell Sprewell, pts, age, gp)"
"(LeBron James, ast, pts, usg_pct)"
"(Leandro Barbosa, ts_pct, gp, ast_pct)"
"(Kirk Hinrich, ast, ast_pct, gp)"
"(Rashard Lewis, pts, reb, gp)"
"(Matt Carroll, ts_pct, nan, nan)"
"(Maurice Carter, usg_pct, net_rating, nan)"
"(Nene, player_weight, reb, player_height)"
"(Nick Van Exel, ast, ast_pct, age)"
"(Nikoloz Tskitishvili, player_height, usg_pct, oreb_pct)"
"(Olden Polynice, age, oreb_pct, player_weight)"
"(Oliver Miller, player_weight, age, oreb_pct)"
"(Omar Cook, ast_pct, nan, nan)"
"(Othella Harrington, ts_pct, age, player_height)"
"(P.J. Brown, reb, age, player_height)"
"(Pat Garrity, player_weight, player_height, nan)"
"(Pau Gasol, reb, pts, usg_pct)"
"(Paul Grant, player_height, player_weight, age)"
"(Paul Pierce, pts, usg_pct, ast)"
"(Paul Shirley, oreb_pct, player_height, player_weight)"
"(Peja Stojakovic, pts, ts_pct, reb)"
"(Popeye Jones, age, player_weight, oreb_pct)"
"(Predrag Drobnjak, player_weight, player_height, usg_pct)"
"(Primoz Brezec, player_height, usg_pct, player_weight)"
"(Quentin Richardson, pts, reb, usg_pct)"
"(Quincy Lewis, nan, nan, nan)"
"(Qyntel Woods, usg_pct, oreb_pct, dreb_pct)"
"(Raef LaFrentz, net_rating, player_height, oreb_pct)"
"(Rafer Alston, ast, ast_pct, gp)"
"(Raja Bell, gp, usg_pct, pts)"
"(Ndudi Ebi, usg_pct, ast_pct, player_height)"
"(Nazr Mohammed, oreb_pct, dreb_pct, gp)"
"(Morris Peterson, gp, ts_pct, net_rating)"
"(Moochie Norris, ast_pct, age, gp)"
"(Maurice Taylor, player_weight, usg_pct, gp)"
"(Mehmet Okur, oreb_pct, net_rating, player_height)"
"(Melvin Ely, player_weight, oreb_pct, player_height)"
"(Mengke Bateer, player_weight, oreb_pct, player_height)"
"(Metta World Peace, pts, usg_pct, ast)"
"(Michael Bradley, dreb_pct, player_height, oreb_pct)"
"(Michael Curry, age, gp, nan)"
"(Michael Doleac, player_weight, dreb_pct, player_height)"
"(Michael Finley, pts, age, net_rating)"
"(Michael Olowokandi, player_weight, player_height, net_rating)"
"(Michael Redd, pts, usg_pct, gp)"
"(Matt Harpring, reb, pts, oreb_pct)"
"(Michael Ruffin, dreb_pct, oreb_pct, player_weight)"
"(Michael Sweetney, oreb_pct, dreb_pct, player_weight)"
"(Mickael Pietrus, net_rating, ts_pct, oreb_pct)"
"(Mike Bibby, ast, pts, ast_pct)"
"(Mike Dunleavy, reb, gp, pts)"
"(Mike James, ast, ast_pct, gp)"
"(Mike Miller, ast, ast_pct, net_rating)"
"(Mike Wilks, ts_pct, ast_pct, net_rating)"
"(Mikki Moore, player_height, ts_pct, oreb_pct)"
"(Milt Palacio, ast_pct, ast, gp)"
"(Mitchell Butler, age, net_rating, ts_pct)"
"(Mo Williams, usg_pct, ast_pct, gp)"
"(Michael Stewart, player_height, dreb_pct, age)"
"(Jon Barry, age, ast_pct, ts_pct)"
"(Brian Cardinal, ts_pct, gp, player_weight)"
"(Aaron McKie, age, gp, dreb_pct)"
"(Michael Redd, pts, usg_pct, gp)"
"(Michael Olowokandi, player_weight, player_height, dreb_pct)"
"(Michael Finley, pts, net_rating, age)"
"(Michael Doleac, player_weight, player_height, gp)"
"(Michael Curry, age, nan, nan)"
"(Michael Bradley, ts_pct, dreb_pct, net_rating)"
"(Metta World Peace, pts, usg_pct, ts_pct)"
"(Melvin Ely, player_weight, gp, oreb_pct)"
"(Mehmet Okur, reb, dreb_pct, gp)"
"(Maurice Taylor, player_weight, player_height, dreb_pct)"
"(Maurice Evans, oreb_pct, gp, ts_pct)"
"(Maurice Baker, net_rating, oreb_pct, nan)"
"(Matt Harpring, reb, pts, gp)"
"(Matt Freije, player_weight, player_height, nan)"
"(Matt Carroll, usg_pct, net_rating, ts_pct)"
"(Matt Bonner, ts_pct, gp, player_height)"
"(Matt Barnes, net_rating, oreb_pct, player_weight)"
"(Mateen Cleaves, ast_pct, nan, nan)"
"(Marquis Daniels, net_rating, usg_pct, gp)"
"(Marko Jaric, ast, ast_pct, net_rating)"
"(Mark Pope, oreb_pct, age, player_height)"
"(Mark Madsen, oreb_pct, net_rating, player_height)"
"(Mark Jones, age, net_rating, nan)"
"(Mark Blount, player_height, gp, player_weight)"
"(Mario Kasun, oreb_pct, dreb_pct, player_height)"
"(Michael Ruffin, oreb_pct, gp, player_weight)"
"(Marcus Haislip, usg_pct, player_height, player_weight)"
"(Michael Stewart, oreb_pct, player_height, dreb_pct)"
"(Mickael Pietrus, usg_pct, ts_pct, gp)"
"(Paul Pierce, pts, usg_pct, ast)"
"(Pau Gasol, pts, reb, usg_pct)"
"(Pat Garrity, gp, player_weight, player_height)"
"(Pape Sow, dreb_pct, player_weight, player_height)"
"(P.J. Brown, reb, age, dreb_pct)"
"(Othella Harrington, net_rating, oreb_pct, age)"
"(Omar Cook, ast_pct, net_rating, ast)"
"(Obinna Ekezie, player_weight, oreb_pct, dreb_pct)"
"(Nikoloz Tskitishvili, player_height, usg_pct, player_weight)"
"(Nick Van Exel, ast, age, ast_pct)"
"(Nick Collison, oreb_pct, gp, player_weight)"
"(Nene, player_weight, player_height, reb)"
"(Nenad Krstic, player_height, oreb_pct, gp)"
"(Ndudi Ebi, net_rating, reb, dreb_pct)"
"(Nazr Mohammed, oreb_pct, reb, dreb_pct)"
"(Morris Peterson, gp, pts, ts_pct)"
"(Moochie Norris, age, ast_pct, usg_pct)"
"(Mo Williams, ast, ast_pct, gp)"
"(Milt Palacio, ast_pct, gp, ast)"
"(Mikki Moore, player_height, oreb_pct, ts_pct)"
"(Mike Wilks, ast_pct, nan, nan)"
"(Mike Miller, ts_pct, pts, gp)"
"(Mike James, ast_pct, ast, usg_pct)"
"(Mike Dunleavy, gp, pts, reb)"
"(Mike Bibby, ast, pts, ast_pct)"
"(Michael Sweetney, oreb_pct, player_weight, ts_pct)"
"(Paul Shirley, player_height, usg_pct, ast_pct)"
"(Marcus Fizer, player_weight, dreb_pct, usg_pct)"
"(Marcus Banks, gp, ast_pct, net_rating)"
"(Kurt Thomas, reb, dreb_pct, gp)"
"(Kris Humphries, oreb_pct, dreb_pct, gp)"
"(Kobe Bryant, pts, usg_pct, ast)"
"(Kirk Snyder, usg_pct, gp, oreb_pct)"
"(Kirk Penney, ast_pct, usg_pct, nan)"
"(Kirk Hinrich, ast, ast_pct, pts)"
"(Keyon Dooling, gp, net_rating, ast_pct)"
"(Kevin Willis, age, player_height, oreb_pct)"
"(Kevin Ollie, age, ast_pct, net_rating)"
"(Kevin Martin, net_rating, oreb_pct, nan)"
"(Kevin Garnett, reb, dreb_pct, pts)"
"(Kerry Kittles, age, dreb_pct, ast)"
"(Kenyon Martin, reb, pts, usg_pct)"
"(Kenny Thomas, reb, dreb_pct, oreb_pct)"
"(Kenny Anderson, age, ast_pct, ast)"
"(Kendrick Perkins, player_weight, dreb_pct, oreb_pct)"
"(Kendall Gill, age, ast_pct, ast)"
"(Kelvin Cato, player_weight, dreb_pct, reb)"
"(Keith Van Horn, player_height, player_weight, ts_pct)"
"(Keith McLeod, ast, ast_pct, usg_pct)"
"(Keith Bogans, gp, usg_pct, pts)"
"(Kedrick Brown, dreb_pct, ts_pct, ast_pct)"
"(Kareem Rush, usg_pct, pts, nan)"
"(Kaniel Dickens, oreb_pct, player_height, dreb_pct)"
"(Juwan Howard, age, reb, oreb_pct)"
"(Kwame Brown, player_height, oreb_pct, player_weight)"
"(Marcus Camby, dreb_pct, reb, player_height)"
"(Kyle Korver, gp, ts_pct, pts)"
"(Lamond Murray, age, ts_pct, net_rating)"
"(Marc Jackson, gp, oreb_pct, player_weight)"
"(Manu Ginobili, net_rating, pts, ts_pct)"
"(Mamadou N'diaye, oreb_pct, player_height, player_weight)"
"(Malik Rose, oreb_pct, gp, player_weight)"
"(Malik Allen, player_weight, player_height, oreb_pct)"
"(Maciej Lampe, player_weight, player_height, dreb_pct)"
"(Luol Deng, usg_pct, reb, net_rating)"
"(Luke Walton, ast_pct, oreb_pct, player_weight)"
"(Luke Ridnour, ast, ast_pct, gp)"
"(Luke Jackson, usg_pct, ast_pct, nan)"
"(Luis Flores, net_rating, ast_pct, usg_pct)"
"(Lucious Harris, age, gp, net_rating)"
"(Lorenzen Wright, reb, dreb_pct, player_height)"
"(Loren Woods, dreb_pct, player_height, oreb_pct)"
"(Lonny Baxter, oreb_pct, player_weight, usg_pct)"
"(Lionel Chalmers, ast_pct, nan, nan)"
"(Linton Johnson, net_rating, dreb_pct, player_height)"
"(Lindsey Hunter, age, gp, ast_pct)"
"(Lee Nailon, usg_pct, pts, age)"
"(Leandro Barbosa, ts_pct, ast_pct, gp)"
"(LeBron James, pts, ast, usg_pct)"
"(Lawrence Funderburke, age, ts_pct, player_height)"
"(Latrell Sprewell, age, gp, pts)"
"(Larry Hughes, pts, ast, usg_pct)"
"(Laron Profit, dreb_pct, ast_pct, oreb_pct)"
"(Lamar Odom, reb, dreb_pct, pts)"
"(Pavel Podkolzin, dreb_pct, player_height, player_weight)"
"(Peja Stojakovic, pts, ts_pct, player_height)"
"(Peter John Ramos, player_height, usg_pct, dreb_pct)"
"(Travis Outlaw, player_height, ts_pct, usg_pct)"
"(Travis Best, age, gp, ast_pct)"
"(Tracy McGrady, pts, usg_pct, ast)"
"(Torraye Braggs, oreb_pct, dreb_pct, player_weight)"
"(Tony Parker, ast, ast_pct, pts)"
"(Tony Massenburg, age, player_weight, dreb_pct)"
"(Tony Delk, usg_pct, age, pts)"
"(Tony Bobbitt, dreb_pct, usg_pct, ts_pct)"
"(Tony Battie, gp, player_height, dreb_pct)"
"(Tony Allen, gp, net_rating, ts_pct)"
"(Toni Kukoc, age, player_height, ast_pct)"
"(Tom Gugliotta, age, player_weight, player_height)"
"(Tim Thomas, player_height, pts, gp)"
"(Tim Duncan, reb, dreb_pct, pts)"
"(Tierre Brown, ast_pct, gp, usg_pct)"
"(Theron Smith, dreb_pct, oreb_pct, player_height)"
"(Theo Ratliff, age, player_height, reb)"
"(Tayshaun Prince, pts, gp, net_rating)"
"(Tamar Slay, usg_pct, dreb_pct, oreb_pct)"
"(Stromile Swift, usg_pct, oreb_pct, player_height)"
"(Steven Smith, age, ts_pct, ast_pct)"
"(Steven Hunter, player_height, ts_pct, oreb_pct)"
"(Steve Nash, ast, ast_pct, net_rating)"
"(Steve Francis, ast, pts, usg_pct)"
"(Steve Blake, ast_pct, nan, nan)"
"(Tremaine Fowlkes, usg_pct, ts_pct, oreb_pct)"
"(Stephon Marbury, ast, pts, ast_pct)"
"(Trenton Hassell, gp, ts_pct, net_rating)"
"(Troy Hudson, ast_pct, ast, gp)"
"(Wally Szczerbiak, pts, ts_pct, gp)"
"(Walter McCarty, age, player_height, gp)"
"(Wang Zhi-zhi, player_weight, player_height, usg_pct)"
"(Wesley Person, age, ts_pct, net_rating)"
"(Willie Green, usg_pct, ast_pct, gp)"
"(Yao Ming, player_weight, player_height, reb)"
"(Yuta Tabuse, ast_pct, oreb_pct, net_rating)"
"(Zach Randolph, reb, pts, usg_pct)"
"(Zarko Cabarkapa, player_height, ts_pct, net_rating)"
"(Zaza Pachulia, player_weight, oreb_pct, dreb_pct)"
"(Zeljko Rebraca, ts_pct, player_weight, player_height)"
"(Zendon Hamilton, oreb_pct, dreb_pct, player_weight)"
"(Zoran Planinic, usg_pct, ast_pct, ts_pct)"
"(Zydrunas Ilgauskas, player_height, reb, oreb_pct)"
"(Voshon Lenard, age, usg_pct, pts)"
"(Vladimir Radmanovic, net_rating, player_height, pts)"
"(Vlade Divac, age, oreb_pct, player_height)"
"(Vitaly Potapenko, player_weight, oreb_pct, ts_pct)"
"(Vince Carter, pts, usg_pct, ast)"
"(Vin Baker, age, player_height, oreb_pct)"
"(Viktor Khryapa, dreb_pct, player_height, nan)"
"(Udonis Haslem, reb, oreb_pct, dreb_pct)"
"(Tyson Chandler, reb, dreb_pct, oreb_pct)"
"(Tyronn Lue, ast, ast_pct, gp)"
"(Troy Murphy, reb, dreb_pct, pts)"
"(Trevor Ariza, gp, oreb_pct, player_height)"
"(Stephen Jackson, pts, usg_pct, net_rating)"
"(Stacey Augmon, age, oreb_pct, player_height)"
"(Speedy Claxton, ast, ast_pct, pts)"
"(Robert Swift, player_height, player_weight, ts_pct)"
"(Robert Horry, age, net_rating, gp)"
"(Ricky Davis, pts, gp, usg_pct)"
"(Rick Brunson, ast_pct, ast, age)"
"(Richie Frahm, ts_pct, nan, nan)"
"(Richard Hamilton, pts, ast, usg_pct)"
"(Reggie Miller, age, pts, ts_pct)"
"(Reggie Evans, dreb_pct, oreb_pct, reb)"
"(Reece Gaines, nan, nan, nan)"
"(Ray Allen, pts, usg_pct, ast)"
"(Raul Lopez, ast_pct, ast, net_rating)"
"(Rasual Butler, net_rating, gp, nan)"
"(Rasho Nesterovic, net_rating, oreb_pct, player_height)"
"(Rasheed Wallace, reb, pts, dreb_pct)"
"(Rashard Lewis, pts, usg_pct, ts_pct)"
"(Randy Livingston, ast_pct, age, ts_pct)"
"(Raja Bell, pts, usg_pct, ts_pct)"
"(Rafer Alston, ast, ast_pct, pts)"
"(Rafael Araujo, player_weight, dreb_pct, player_height)"
"(Raef LaFrentz, reb, dreb_pct, ts_pct)"
"(Qyntel Woods, player_height, net_rating, oreb_pct)"
"(Quinton Ross, gp, nan, nan)"
"(Quentin Richardson, pts, net_rating, reb)"
"(Primoz Brezec, player_height, reb, oreb_pct)"
"(Predrag Drobnjak, player_weight, player_height, gp)"
"(Robert Traylor, player_weight, oreb_pct, gp)"
"(Rod Strickland, age, ast_pct, net_rating)"
"(Rodney Buford, gp, dreb_pct, usg_pct)"
"(Rodney Rogers, player_weight, age, dreb_pct)"
"(Smush Parker, ast_pct, usg_pct, ts_pct)"
"(Slava Medvedenko, player_weight, player_height, oreb_pct)"
"(Shawn Marion, reb, pts, dreb_pct)"
"(Shawn Bradley, player_height, player_weight, net_rating)"
"(Shaun Livingston, ast, ast_pct, net_rating)"
"(Shareef Abdur-Rahim, pts, reb, ts_pct)"
"(Shaquille O'Neal, player_weight, reb, pts)"
"(Shane Battier, gp, net_rating, ts_pct)"
"(Shandon Anderson, net_rating, age, gp)"
"(Sebastian Telfair, ast_pct, ast, gp)"
"(Sean Marks, player_weight, player_height, oreb_pct)"
"(Scott Williams, age, oreb_pct, player_weight)"
"(Justin Reed, net_rating, ts_pct, oreb_pct)"
"(Scott Padgett, net_rating, ts_pct, player_weight)"
"(Sasha Vujacic, ast_pct, net_rating, dreb_pct)"
"(Sasha Pavlovic, gp, net_rating, ts_pct)"
"(Samuel Dalembert, reb, oreb_pct, dreb_pct)"
"(Samaki Walker, player_weight, player_height, age)"
"(Sam Cassell, ast_pct, ast, age)"
"(Ryan Humphrey, oreb_pct, player_weight, dreb_pct)"
"(Ryan Bowen, net_rating, player_height, gp)"
"(Ruben Patterson, ts_pct, pts, gp)"
"(Royal Ivey, ast_pct, gp, nan)"
"(Ronald Dupree, oreb_pct, dreb_pct, ts_pct)"
"(Ron Mercer, usg_pct, age, nan)"
"(Rodney White, usg_pct, player_height, player_weight)"
"(Scot Pollard, oreb_pct, player_weight, player_height)"
"(Junior Harrington, ast_pct, usg_pct, ast)"
"(Richard Jefferson, pts, usg_pct, reb)"
"(Juan Dixon, usg_pct, ast_pct, gp)"
"(Christian Laettner, age, ts_pct, net_rating)"
"(Chris Wilcox, dreb_pct, player_height, usg_pct)"
"(Chris Webber, reb, usg_pct, pts)"
"(Chris Mihm, oreb_pct, player_weight, player_height)"
"(Chris Kaman, player_weight, player_height, reb)"
"(Chris Duhon, ast, ast_pct, gp)"
"(Chris Bosh, reb, pts, dreb_pct)"
"(Chris Andersen, dreb_pct, oreb_pct, reb)"
"(Chauncey Billups, ast, ast_pct, pts)"
"(Charlie Ward, age, ast, ast_pct)"
"(Casey Jacobsen, gp, ts_pct, net_rating)"
"(Caron Butler, pts, gp, reb)"
"(Carmelo Anthony, pts, usg_pct, reb)"
"(Carlos Delfino, player_weight, ast_pct, nan)"
"(Carlos Boozer, reb, pts, dreb_pct)"
"(Carlos Arroyo, ast_pct, ast, gp)"
"(Calvin Booth, player_height, dreb_pct, age)"
"(Calbert Cheaney, age, gp, nan)"
"(Bryon Russell, age, gp, ts_pct)"
"(Bruno Sundov, player_height, usg_pct, player_weight)"
"(Bruce Bowen, age, net_rating, gp)"
"(Britton Johnsen, player_height, oreb_pct, nan)"
"(Brian Skinner, player_weight, oreb_pct, dreb_pct)"
"(Brian Scalabrine, oreb_pct, dreb_pct, player_height)"
"(Brian Grant, age, player_weight, oreb_pct)"
"(Chucky Atkins, ast, gp, pts)"
"(Brian Cook, gp, net_rating, player_height)"
"(Clar. Weatherspoon, player_weight, age, net_rating)"
"(Corey Maggette, pts, usg_pct, reb)"
"(David Wesley, age, gp, ast)"
"(David Harrison, player_weight, player_height, ts_pct)"
"(Darvin Ham, oreb_pct, age, player_weight)"
"(Darrick Martin, age, ast_pct, net_rating)"
"(Darrell Armstrong, age, ast_pct, ast)"
"(Darko Milicic, player_height, net_rating, player_weight)"
"(Darius Songaila, gp, ts_pct, net_rating)"
"(Darius Miles, usg_pct, pts, player_height)"
"(Danny Fortson, oreb_pct, ts_pct, dreb_pct)"
"(Daniel Santiago, player_height, player_weight, dreb_pct)"
"(Dan Gadzuric, oreb_pct, dreb_pct, reb)"
"(Dan Dickau, ast_pct, ast, pts)"
"(Damone Brown, usg_pct, ast_pct, player_height)"
"(Damon Stoudamire, ast, ast_pct, pts)"
"(Damon Jones, ts_pct, ast, net_rating)"
"(Damien Wilkins, oreb_pct, ts_pct, player_weight)"
"(Dale Davis, age, oreb_pct, player_height)"
"(Dajuan Wagner, usg_pct, ast_pct, nan)"
"(Dahntay Jones, ts_pct, net_rating, nan)"
"(DJ Mbenga, player_height, player_weight, nan)"
"(Cuttino Mobley, pts, ts_pct, ast)"
"(Curtis Borchardt, dreb_pct, oreb_pct, player_height)"
"(Cory Alexander, ast_pct, age, ast)"
"(Corsley Edwards, player_weight, oreb_pct, player_height)"
"(Corliss Williamson, age, usg_pct, player_weight)"
"(Clifford Robinson, age, player_height, gp)"
"(David West, dreb_pct, oreb_pct, reb)"
"(Brian Cardinal, net_rating, player_weight, usg_pct)"
"(Brent Barry, age, gp, ts_pct)"
"(Antawn Jamison, pts, reb, usg_pct)"
"(Ansu Sesay, oreb_pct, dreb_pct, player_height)"
"(Anfernee Hardaway, age, ast, ast_pct)"
"(Andris Biedrins, oreb_pct, player_height, dreb_pct)"
"(Andrew DeClercq, oreb_pct, player_weight, age)"
"(Andres Nocioni, gp, dreb_pct, reb)"
"(Andrei Kirilenko, pts, ts_pct, reb)"
"(Andre Miller, ast, ast_pct, gp)"
"(Andre Iguodala, gp, ts_pct, reb)"
"(Andre Emmett, player_weight, nan, nan)"
"(Jumaine Jones, gp, ts_pct, dreb_pct)"
"(Aaron Williams, age, dreb_pct, player_height)"
"(Adonal Foyle, player_weight, oreb_pct, gp)"
"(Adrian Griffin, net_rating, gp, age)"
"(Al Harrington, pts, reb, usg_pct)"
"(Al Jefferson, oreb_pct, player_weight, dreb_pct)"
"(Alan Henderson, oreb_pct, age, gp)"
"(Aleksandar Radojevic, player_height, player_weight, dreb_pct)"
"(Alex Garcia, ast_pct, ast, usg_pct)"
"(Allan Houston, age, pts, usg_pct)"
"(Allen Iverson, pts, ast, usg_pct)"
"(Alonzo Mourning, age, dreb_pct, player_weight)"
"(Amar'e Stoudemire, pts, reb, usg_pct)"
"(Anderson Varejao, oreb_pct, dreb_pct, player_height)"
"(Andre Barrett, ast_pct, net_rating, ast)"
"(Anthony Carter, ast_pct, age, net_rating)"
"(Brevin Knight, ast, ast_pct, gp)"
"(Anthony Goldwire, age, ast_pct, ts_pct)"
"(Anthony Miller, net_rating, ts_pct, age)"
"(Brendan Haywood, player_weight, oreb_pct, reb)"
"(Brandon Hunter, oreb_pct, player_weight, dreb_pct)"
"(Brandin Knight, ast_pct, nan, nan)"
"(Bostjan Nachbar, gp, player_height, ts_pct)"
"(Boris Diaw, ast_pct, gp, ast)"
"(Bonzi Wells, usg_pct, gp, pts)"
"(Bobby Simmons, pts, reb, gp)"
"(Bobby Jackson, usg_pct, age, pts)"
"(Bob Sura, ast, ast_pct, age)"
"(Bo Outlaw, age, dreb_pct, oreb_pct)"
"(Billy Thomas, age, net_rating, nan)"
"(Bernard Robinson, ast_pct, ts_pct, nan)"
"(Beno Udrih, ast_pct, net_rating, gp)"
"(Ben Wallace, reb, dreb_pct, oreb_pct)"
"(Ben Handlogten, dreb_pct, oreb_pct, age)"
"(Ben Gordon, usg_pct, pts, gp)"
"(Baron Davis, ast, ast_pct, pts)"
"(Awvee Storey, oreb_pct, usg_pct, age)"
"(Austin Croshere, player_height, gp, dreb_pct)"
"(Antonio McDyess, oreb_pct, dreb_pct, reb)"
"(Antonio Davis, age, reb, oreb_pct)"
"(Antonio Daniels, ast, ast_pct, gp)"
"(Antonio Burks, ast_pct, ts_pct, nan)"
"(Antoine Walker, reb, pts, usg_pct)"
"(Anthony Peeler, age, ast_pct, nan)"
"(Anthony Johnson, ast_pct, ast, age)"
"(DeSagana Diop, player_weight, player_height, oreb_pct)"
"(Brad Miller, reb, pts, player_height)"
"(Delonte West, ast_pct, ts_pct, net_rating)"
"(Jason Collier, player_height, player_weight, oreb_pct)"
"(Jarvis Hayes, pts, reb, dreb_pct)"
"(Jarron Collins, player_height, player_weight, oreb_pct)"
"(Jared Reiner, player_weight, player_height, dreb_pct)"
"(Jared Jeffries, gp, player_height, reb)"
"(Jannero Pargo, ast_pct, usg_pct, ast)"
"(Jamison Brewer, nan, nan, nan)"
"(James Thomas, oreb_pct, dreb_pct, ts_pct)"
"(James Posey, reb, dreb_pct, player_height)"
"(James Jones, gp, ts_pct, net_rating)"
"(Jameer Nelson, ast_pct, gp, ast)"
"(Jamal Sampson, dreb_pct, oreb_pct, player_height)"
"(Jamal Crawford, pts, ast, usg_pct)"
"(Jamaal Tinsley, ast, ast_pct, usg_pct)"
"(Jamaal Magloire, reb, dreb_pct, oreb_pct)"
"(Jalen Rose, pts, usg_pct, gp)"
"(Jake Voskuhl, player_weight, player_height, net_rating)"
"(Jake Tsakalidis, player_weight, player_height, oreb_pct)"
"(Jahidi White, player_weight, dreb_pct, oreb_pct)"
"(Jacque Vaughn, gp, age, ast_pct)"
"(Jackson Vroman, oreb_pct, dreb_pct, player_height)"
"(Jackie Butler, usg_pct, ts_pct, player_weight)"
"(Jabari Smith, player_height, player_weight, dreb_pct)"
"(JR Smith, gp, usg_pct, pts)"
"(Ira Newble, gp, age, net_rating)"
"(Jason Collins, player_height, player_weight, reb)"
"(Jason Hart, ast_pct, ast, gp)"
"(Jason Kapono, gp, usg_pct, player_height)"
"(Jason Richardson, pts, usg_pct, ast)"
"(Josh Smith, reb, gp, dreb_pct)"
"(Josh Howard, net_rating, reb, gp)"
"(Josh Davis, oreb_pct, net_rating, dreb_pct)"
"(Josh Childress, gp, reb, oreb_pct)"
"(Jonathan Bender, usg_pct, player_height, oreb_pct)"
"(Jon Barry, age, net_rating, ts_pct)"
"(John Thomas, player_weight, oreb_pct, net_rating)"
"(John Salmons, ast_pct, ts_pct, gp)"
"(John Edwards, player_weight, player_height, oreb_pct)"
"(Joel Przybilla, dreb_pct, reb, player_height)"
"(Joe Smith, reb, dreb_pct, ts_pct)"
"(Joe Johnson, pts, net_rating, gp)"
"(Ibrahim Kutluay, age, nan, nan)"
"(Jiri Welsch, gp, ts_pct, nan)"
"(Jerry Stackhouse, usg_pct, pts, net_rating)"
"(DeShawn Stevenson, usg_pct, gp, nan)"
